,target,id,text
11,CSCO,1453846290891165698,"✅ $CSCO: ""Cisco"" mentioned during Telecom Italia S.p.A. earnings event https://t.co/SepBjfb63V"
12,CSCO,1453845741961502726,It's important to make culture better every day because people make it happen. @WarrenBuffett  #Wisdom #HumanisticManagement #Insight  $ORCL $AAPL $VMW $ACN $WFC $JPM $ETH $BTC $NVDA $AMD $F $C $CSCO $GOOG $TSLA https://t.co/DPxOtb0ovR
13,CSCO,1453843951132102664,Join now $TSLA $NVDA  $MU $AMZN $MSFT $BABA $NFLX $ADBE $AXP $IBM $CSCO $CVX $INTC $DD $DIS $MCD $MMM $PG $TRV $UNH $NKE $UTX $VZ $WBA $WYNN $XLNX $ACN $FB $NFLX $DLTR $EA $SPY $SPX $DJIA $HD $GS $BA $GDX $VZ $WDC $AMD $ADSK $V $CAT $JPM
14,CSCO,1453843503746715649,Join now $TSLA $NVDA  $MU $AMZN $MSFT $BABA $NFLX $ADBE $AXP $IBM $CSCO $CVX $INTC $DD $DIS $MCD $MMM $PG $TRV $UNH $NKE $UTX $VZ $WBA $WYNN $XLNX $ACN $FB $NFLX $DLTR $EA $SPY $SPX $DJIA $HD $GS $BA $GDX $VZ $WDC $AMD $ADSK $V $CAT $JPM $FB https://t.co/gyGhAzr4An
15,CSCO,1453843015135494147,To enhance your experience in trading and get instant help click here   $BA $BB $BABA $LUV $KSS  $SPG $RY $KO $STORE $SNAP $CSCO $UBER $TXN $NIO $IFF $PLAN $MRO $XOG $PACD $APA $CHAP $DNR $XOM $CDEV $INPX $ENOB $GUSH $RCL $TELL $ENSV  $AXAS $FET $AAPL https://t.co/jMkAhhPjJh
16,CSCO,1453840536155136003,"RT @CSCOrigins: Forthcoming from @eerdmansbooks, *Paul, Then and Now*,  a collection of essays on Paul from CSCO director, Matthew Novenson…"
17,CSCO,1453840176204111873,RT @DividendsFrom: Oct 2021 Dividend Income: $493   278% Y/Y increase!  $MO $68.85 $VICI $61.29 $WPC $47.34 $OMC $36.22 $MRK $34.20 $CNQ $3…
18,CSCO,1453839776747032590,Oct 2021 Dividend Income: $493   278% Y/Y increase!  $MO $68.85 $VICI $61.29 $WPC $47.34 $OMC $36.22 $MRK $34.20 $CNQ $31.67 $KMB $25.65 $AQN $25.59 $PM $25.31 $FRT $24.07 $CTRE $19.87 $AVB $16.69 $SRE $14.85 $CSCO $14.15 $STOR $13.57 $EMN $8.80 $ESS $7.84 $INGR $7.31 $MDLZ $5.25
19,CSCO,1453838616753364994,$XLF $SPY $FB $CHWY $PTON $DIS $F $ADBE $CSCO $JPM $CCL $MGM $IWM $HD $VIDT $TWTR $XLE $XOM $AMD $BTC.X $BTC $ETH $ZI $Z $BA $DOW $NET $PROP $BBIG Was able to close it for a 100%profit. https://t.co/08nF7W1Dyh
20,CSCO,1453837028928413704,SweepCast alerted: $CSCO with Unusual Options Activity Alerted on $50 CALL Expiring: 01-21-2022 worth 29K🐂 |🥇 Start Using https://t.co/pSB4hAOvHI
21,CSCO,1453835971041038338,RT @BakkenShale: $KNDI -- Like $IDEX like $CHPT like $BLNK like $TSLA all have #ElectricVehicle  Charging systems for the USA  $AAPL $MSFT…
22,CSCO,1453834123882151936,"RT @CSCOrigins: Forthcoming from @eerdmansbooks, *Paul, Then and Now*,  a collection of essays on Paul from CSCO director, Matthew Novenson…"
23,CSCO,1453833649351184400,"RT @CSCOrigins: Forthcoming from @eerdmansbooks, *Paul, Then and Now*,  a collection of essays on Paul from CSCO director, Matthew Novenson…"
24,CSCO,1453831481424502795,"Pinnacle Wealth Management Group Inc.,has filed Form 13F for Q3 2021.Opened NEW positions in $CSCO $CVX $DLR $INFL $KT $PSEP  Try Insider Forms mobile app, get realtime notifications and more  https://t.co/t5CkFUZh7T"
25,CSCO,1453828270328360962,RT @BakkenShale: $KNDI -- Like $IDEX like $CHPT like $BLNK like $TSLA all have #ElectricVehicle  Charging systems for the USA  $AAPL $MSFT…
26,CSCO,1453823710876483600,$BBD $DAL $XLRE $CSCO $RF $T $AAPL $SAVE  $ET $GLD $IVR $IAU $INTC $GOLD $PBR $TWTR $KEY $HYG $AUY $SPY $PCG $CZR $EWZ  one of the largest stocks and options trading communities with real traders providing analysis. https://t.co/fZqAwGLWug
27,CSCO,1453823646934319104,Our top 5 option plays closed by the Xtrades members on today.   $SPY $FB $CHWY $PTON $DIS $F $ADBE $CSCO $JPM $CCL $MGM $IWM $HD $VIDT $QQQ https://t.co/T9GAtWftwD
28,CSCO,1453819932559486984,"RT @CSCOrigins: Forthcoming from @eerdmansbooks, *Paul, Then and Now*,  a collection of essays on Paul from CSCO director, Matthew Novenson…"
29,CSCO,1453817812821155850,"RT @CSCOrigins: Forthcoming from @eerdmansbooks, *Paul, Then and Now*,  a collection of essays on Paul from CSCO director, Matthew Novenson…"
30,CSCO,1453817550341541889,"Forthcoming from @eerdmansbooks, *Paul, Then and Now*,  a collection of essays on Paul from CSCO director, Matthew Novenson. You can learn more about it here: https://t.co/Q06bAj7DMT"
31,CSCO,1453815080009744388,"Nasdaq climbs more than 1%, hits record high as strong earnings season continues!  $MSFT $AAPL $GOOGL $AMZN $CMCSA $CRM $AMD $MU $QCOM $NVDA $TXN $FB $NFLX $HD $JNJ $PFE $ABBV $LLY $GILD $MRK $AMGN $CVS $TSLA $DIS $PYPL $CSCO $INTC $ORCL $XOM $GS $PG $WMT $SBUX"
32,CSCO,1453813897270546434,$KNDI -- Like $IDEX like $CHPT like $BLNK like $TSLA all have #ElectricVehicle  Charging systems for the USA  $AAPL $MSFT $AMZN $FB $GOOGL $TSLA $JNJ $JPM $V $UNH $NVDA $M $HD $INTC $DIS $PYPL $ADBE $BABA $CSCO $ABT $NFLX $MRK $T $VZ https://t.co/fS4DUPIy4i
33,CSCO,1453813821294919680,🚀🔆 $DATI 🔆🚀 @OTC_DATI #StocksToWatch  ✅DigitalAMN Aligns With Domain Industry Experts to Secure TLD—Growing Digital Asset Holdings  ✅ https://t.co/0mshQyArfP  ⏩#Follow👉 @TENAssociates  $CHKP $CSCO $CTXS $CTSH $CSC $DVMT $DOV $DST $ATVI $EA $MU $PYPL $SIRI  $SCHW $HOOD https://t.co/12WaFPkgCb
34,CSCO,1453811889532719116,📌Discord     Best stock traders group out there! updates + Chatroom +analysis 📈📊⏳  $BIDU $SAVE $WORK $T $AAPL $C $MSFT $SPY $FB $CHWY $PTON $DIS $F $ADBE $CSCO $JPM $CCL $MGM $IWM $HD $V $TWTR $XLE $XOM $AMD $ZI $Z $BA $DOW $NET $PROP $OSTK  $QCOM $CMG $EBAY https://t.co/WVT3g6um63
35,CSCO,1453805397505150979,$CSCO dividends.
36,CSCO,1453804768602824711,"✅ $CSCO: ""Cisco"" mentioned during Telefonica Brasil SA earnings event https://t.co/k1W2T8okwM"
37,CSCO,1453804033651527680,"Thinking of taking another test on csco. I need to earn more, I need a raise."
38,CSCO,1453804014773194761,"$NVDA NVIDIA Option Alert: Jan 21 $250 Calls Sweep (18) near the Ask: 301 @ $16.65 vs 6722 OI; Earnings 11/17 After Close [est] Ref=$247.3 [10/28/2021, 10:14:48 AM] [+$500k Sweeps Above Midpoint] Other Sweeps on: $RNG $KLIC $PINS $COMM $ROM $CSCO $O $SHOP $THC $DVN $BARK $AMZN"
39,CSCO,1453803756789899269,$CSCO Data indicates that the overall analyst  sentiment for CSCO  is bearish.  Simplify the way you research stocks with our free app.  https://t.co/ldqOqHnQfv
40,CSCO,1453802064371347465,RT @HotNews73: #FOMO #StocksToBuy  $FOMC Target wins major contracts with large ESCO on West Coast and leading utility for $800MM 5-year pr…
41,CSCO,1453799568328429583,#FOMO #StocksToBuy  $FOMC Target wins major contracts with large ESCO on West Coast and leading utility for $800MM 5-year program:  https://t.co/aCP0ScMgzT  @ipoguy @FOMO_CORP @BillyGains01   $coin $AI $bntx $mrna $f $metx $fami $ctrm $nio $plug $pltr $bac $t $csco https://t.co/tx20g9KBKq
42,CSCO,1453799484517982212,"$FB Facebook Option Alert: Nov 19 $320 Calls Sweep (9) near the Ask: 3886 @ $11.991 vs 12799 OI; Ref=$323.8936 [10/28/2021, 9:36:06 AM] [+$500k Sweeps Above Midpoint] Other Sweeps on: $NARI $UNG $CSCO $EQT $TTWO $EGHT $SEAS $PINS $CVE $JPM $MHK $NRZ"
43,CSCO,1453799279500222464,"Green day, red day, green day, red day  Important not to get caught up in daily moves. Ranges are build via chop! seeing some things setup again. Watching  Interesting: NVDA DXCM OPEN ABNB LI SI(Hourly)  Needs more time: AFMR AEHR APPS DOCN XPEV HUT CAN NFLX CSCO"
44,CSCO,1453798723499135002,"$XLF $SPY $CHWY $ADBE $CSCO ""Not only do you get alerts from top traders at Xtrades-net, but you can alert your own trades, have the bot our record it, and see how your results compare."" Visit now and enjoy 20 days free trial, Try just one time"" ""https://t.co/Mx9pWDLRQH https://t.co/9BMX6tbrJq"
45,CSCO,1453796947370774549,📌Discord     Best stock traders group out there! updates + Chatroom +analysis 📈📊⏳  $BIDU $SAVE $WORK $T $AAPL $C $MSFT $SPY $FB $CHWY $PTON $DIS $F $ADBE $CSCO $JPM $CCL $MGM $IWM $HD $V $TWTR $XLE $XOM $AMD $ZI $Z $BA $DOW $NET $PROP $OSTK  $QCOM $CMG https://t.co/lBBottCMXo
46,CSCO,1453796236914397194,RT @GailLayy: 🔥 #StockAlert 📢 $LCLP ~ Life Clips Subsidiary Cognitive Apps To Benefit From Apple's iPhone Features to Help Detect Depressio…
47,CSCO,1453795450503368725,"🔥 #StockAlert 📢 $LCLP ~ Life Clips Subsidiary Cognitive Apps To Benefit From Apple's iPhone Features to Help Detect Depression, Cognitive Decline 👉 https://t.co/e2yMVtivei  ⏩#Follow👉 @TENAssociates   $CHKP $CSCO $CTXS $CTSH $CSC $DVMT $DOV $DST $ATVI $EA $MU $PYPL $SIRI https://t.co/0sVmiJUDeL"
48,CSCO,1453794750742466575,RT @TheChosen1e: 🔥 #TPIA  on High Alert ~ Big News coming Very soon...  📢 $TPIA ~ Mycotopia Therapies Signs Agreement With Havn Life Scienc…
49,CSCO,1453793859922657280,"🏅GameOn Entertainment  🏅#CSE 💲 $GET / #OTCQB 💲 $GMETF ⚡️GAMETIME Episode 1, J Moses  #WATCH 👇  👉https://t.co/NXZDRI7y6F  $coin $AI $bntx $mrna $f $metx $fami $ctrm $nio $plug $pltr $bac $t $csco"
50,CSCO,1453793458758422532,"Price action stats of the last 12 Thursdays, based on the closing hour  https://t.co/l7iZtqwplB  Stats generated for:  $CRM $CSCO $CSIQ $EBAY"
51,CSCO,1453793253170548736,So nice getting paid from $CMSCA and $CSCO yesterday
52,CSCO,1453791174087479314,🚀🔆 $DATI 🔆🚀 @OTC_DATI  ✅DigitalAMN Aligns With Domain Industry Experts to Secure TLD—Growing Digital Asset Holdings  ✅ https://t.co/0mshQyiPRf  ⏩#Follow👉 @TENAssociates  $TWTR $GS $S $GOOG $DIS  $IBM $MSFT $BIDU $VZ $ADBE $AMAT $CHKP $CSCO $CTXS $CTSH $CSC $DVMT $DOV $DST https://t.co/bmhKIFOmi9
53,CSCO,1453786642393665541,"🔥 #StockAlert 📢 $LCLP ~ Life Clips Subsidiary Cognitive Apps To Benefit From Apple's iPhone Features to Help Detect Depression, Cognitive Decline 👉 https://t.co/sEu24UPTgg  ⏩#Follow👉 @TENAssociates   $FOXA $ROST $DISH $MAT $BBBY $VIAB $QVCA $NCLH $TSCO $CHKP $CSCO $CTXS https://t.co/Yd6U7zO2FB"
54,CSCO,1453785154372128772,"Cisco Systems, Inc current quarter revenue growth YoY of 8.00% ranked 2764 out of 5626 companies in our database.   👉 https://t.co/tDL69XiKqB $CSCO  🚀🚀🚀🚀🚀 https://t.co/ePZm0PxK48"
55,CSCO,1453783623690186755,"$DIS $ADBE $CSCO $JPM $CCL ""Not only do you get alerts from top traders at Xtrades-net, but you can alert your own trades, have the bot our record it, and see how your results compare."" Visit now and enjoy 20 days free trial, Try just one time"" ""https://t.co/TyZx8t1OKX https://t.co/QutUfcfQC9"
56,CSCO,1453779547116085289,RT @TheChosen1e: 🔥 #TPIA  on High Alert ~ Big News coming Very soon...  📢 $TPIA ~ Mycotopia Therapies Signs Agreement With Havn Life Scienc…
57,CSCO,1453779141736603673,"*~~~~Starting with $7k, down to $3k, back up to $32k, Lot of thanks to this chat https://t.co/Gcf9CSjJiJ  $tsla $nvda  $mu $amzn $msft $baba $nflx $adbe $axp $ibm $csco $cvx $intc $dd $dis $mcd $mmm $pg $trv $unh $nke $utx $vz $wba $wynn $xlnx $acn $fb $nflx $dltr $ea $spy $spx https://t.co/UtV5QHpcPa"
58,CSCO,1453778589464289284,Join now $TSLA $NVDA  $MU $AMZN $MSFT $BABA $NFLX $ADBE $AXP $IBM $CSCO $CVX $INTC $DD $DIS $MCD $MMM $PG $TRV $UNH $NKE $UTX $VZ $WBA $WYNN $XLNX $ACN $FB $NFLX $DLTR $EA $SPY $SPX $DJIA $HD $GS $BA $GDX $VZ $WDC $AMD $ADSK $V $CAT $JPM https://t.co/OWg0RpB7c7
59,CSCO,1453778085975781376,🔥 #TPIA  on High Alert ~ Big News coming Very soon...  📢 $TPIA ~ Mycotopia Therapies Signs Agreement With Havn Life Sciences For Purchase of Psilocybin SPP  💯 https://t.co/Y87aYOyGED  @TENAssociates   $BAC $CCL $AAL $OXY $XOM $NCLH $FCX $PFE $UAL $CHKP $CSCO $CTXS $CTSH $CSC https://t.co/CWiXCtCxyn
60,CSCO,1453777331223339026,To enhance your experience in trading and get instant help click here   $BA $BB $BABA $LUV $KSS  $SPG $RY $KO $STORE $SNAP $CSCO $UBER $TXN $NIO $IFF $PLAN $MRO $XOG $PACD $APA $CHAP $DNR $XOM $CDEV $INPX $ENOB $GUSH $RCL $TELL $ENSV  $AXAS $FET $NVDA https://t.co/X7mMeyRf2x
61,CSCO,1453773669436739586,#ZoomKiller $ZM $MSFT $PLTR $ENZC $ALPP $GTLL $MSPC $PHIL $PUGE $CYBL $TSLA $HMBL $GAXY $AAPL $GOOG $HOOD $DELL $MCFE $CRM @MadAboutNft $BTC $ETH $SHIBA $PANW $FTNT $TENB $ZS $VRNS $CYBR $CRWD $OKTA $CSCO https://t.co/GD3VTuYAEk
62,CSCO,1453768612624441348,"Celebrating leading individuals blazing trails in the industry, discover our list of top 10 Chief Supply Chain Officers.  @Flexintl @Target  @honeywell @HP @intel @Dell @Nordstrom @MDLZ @McDonalds @JNJNews  https://t.co/rGQIkUFG4T  #CSCO #Procurement #Leaders #Innovation"
63,CSCO,1453767483513475077,$CSCO Real price will come out soon; Follow price targets    &lt;&gt;&lt;&gt;&lt;&gt;&lt;&gt;👌👌 https://t.co/WRYh3vbKzd
64,CSCO,1453766281505640449,You need to look at PUGE. It’s going 500% from here 👇 $LYFT $AMD $CZR $CELG $MU $SIRI $QQQ $AMRN $SQQ $MSFT $AAPL $TVIX $JD $CMCSA $CSCO $INTC $TQQQ $MRVL $IQ $HBAN $BAC $WFC $COTY $GE $BMY $CHK $F $AZN $BB $T $CX $ITUB $WISH https://t.co/PPtMGVuq6d
65,CSCO,1453765262856097804,#Cisco (CSCO) – Driving Profitable Growth Strategy $CSCO https://t.co/Juq8oGb0dV #investing https://t.co/nZn0TY01Pn
66,CSCO,1453763721344344073,PUGE is about to make a serious move. 👇 $LYFT $AMD $CZR $CELG $MU $SIRI $QQQ $AMRN $SQQ $MSFT $AAPL $TVIX $JD $CMCSA $CSCO $INTC $TQQQ $MRVL $IQ $HBAN $BAC $WFC $COTY $GE $BMY $CHK $F $AZN $BB $T $CX $ITUB https://t.co/flqexGO7bX
67,CSCO,1453761947137191938,#Options Flow Grid Update $CSCO #OptionsTrading #Cisco Shares ⬆️0.29% to $56.34 #OptionsFlow #stocks #stock #StockMarket #investing #Investment https://t.co/B7BWRcEdMH https://t.co/SNPNLOogWp https://t.co/I1Foq40raj
68,CSCO,1453761022758690823,"MANCHESTER FINANCIAL INC,has filed Form 13F for Q3 2021.Opened NEW positions in $CAH $CSCO $DOW $FDX $GAB $GLW $HYLS $IWD $KHC $MMT $PEP  Try Insider Forms mobile app, get realtime notifications and more  https://t.co/t5CkFUZh7T"
69,CSCO,1453757582934360065,"RT @paulfos46536611: 🚀🍀 #CBDL 🍀🚀  👉 CBD Life Sciences, Inc. $CBDL Launches on #eBay Featuring #Hemp Skincare Line 💯 https://t.co/5uI0CCHU3r…"
70,CSCO,1453756946792816650,"🚀🍀 #CBDL 🍀🚀  👉 CBD Life Sciences, Inc. $CBDL Launches on #eBay Featuring #Hemp Skincare Line 💯 https://t.co/5uI0CCHU3r  ⏩#Follow👉 @TENAssociates  $BABA  $CDNS $CAVM $CERN $PCLN  $NFLX $CHTR $FOXA $ROST $DISH $MAT $BBBY $VIAB $QVCA $NCLH  $CHKP $CSCO https://t.co/DdsNSCqNA5"
71,CSCO,1453747383851003905,📌Discord     Best stock traders group out there! updates + Chatroom +analysis 📈📊⏳  $BIDU $SAVE $WORK $T $AAPL $C $MSFT $SPY $FB $CHWY $PTON $DIS $F $ADBE $CSCO $JPM $CCL $MGM $IWM $HD $V $TWTR $XLE $XOM $AMD $ZI $Z $BA $DOW $NET $PROP $OSTK  $QCOM $CMG $TSLA https://t.co/tnYfkGL2x0
72,CSCO,1453740729633685511,"RT @StockandmoreCom: XLK, V, CRM, CSCO: ETF Inflow Alert  #ETFs #StockMarket  Looking today at week-over-week shares outstanding changes am…"
73,CSCO,1453740706418286592,"XLK, V, CRM, CSCO: ETF Inflow Alert  #ETFs #StockMarket  Looking today at week-over-week shares outstanding changes among the universe of ETFs covered at ETF Channel, one standout is the The Technology Select Sector SPDR— Fund (Symbol: XLK) where we have detected an approximate…"
74,CSCO,1453735526607962118,"Today Top Flow in #NASDAQ #NASDAQ100, Buy Flow &amp; Sell Flow $TSLA $AAPL $MSFT $FISV $ILMN $NFLX $ISRG $LRCX $IDXX $PCAR $FB $AMZN $GOOGL $ROST $AMD $NVDA $MRNA $GOOG $PYPL $CSCO #stock #stocks #StockMarket #Investment #investing https://t.co/Gr3YvQQ4OY https://t.co/fzEScr9WLq"
75,CSCO,1453731690950496260,"Watching $CSCO for a $56.75 break to the upside, if that happen. I will play a Nov 5 $56.50 Call.  Will be watching those levels this week and early next.   For more plays and further analysis visit out free community chat where I post daily Watchlist👇   https://t.co/UL1FLhksCR"
76,CSCO,1453729603491549197,"#StocksToBuy  ✅GameOn Entertainment  ✅#CSE 💲 $GET  ✅GAMETIME Episode 1, J Moses  #WATCH 👇  👉https://t.co/2QtHbOj3fA  $AAPL $GM $CGIX $IGC $PLTR $AMD $TXMD $ANCN $AYRO $GME $CSCO $IDEX $GE $T $GEVO $BAC $BAC $XSPA $ZYNE $FCEL $TSLA"
77,CSCO,1453728181643481107,"#StocksToBuy  ✅GameOn Entertainment  ✅#CSE 💲 $GET  ✅GAMETIME Episode 1, J Moses  #WATCH   👉 https://t.co/ON2ckMr2gW  $AAPL $GM $CGIX $IGC $PLTR $AMD $TXMD $ANCN $AYRO $GME $CSCO $IDEX $GE $T $GEVO $BAC $BAC $XSPA $ZYNE $FCEL $TSLA"
78,CSCO,1453728082322288649,"Today Top Flow in #NASDAQ #NASDAQ100, Buy Flow &amp; Sell Flow $MSFT $TSLA $AAPL $ILMN $NFLX $ATVI $FISV $ISRG $LRCX $IDXX $AMZN $FB $GOOGL $ROST $AMD $NVDA $MRNA $PYPL $GOOG $CSCO #stock #stocks #StockMarket #Investment #investing https://t.co/5JE2nlrW3B https://t.co/NsePhbb3ga"
79,CSCO,1453726248065138699,RT @DZierler: “The Case For Microsoft’s Acquisition of RealWear”  https://t.co/SMze3M9wyc  Originally posted in July of 2020. More relevant…
80,CSCO,1453725428330287115,SweepCast alerted: $CSCO with Unusual Options Activity Alerted on $56 CALL Expiring: 10-29-2021 worth 30K🐂 |🥇 Start Using SweepCast!  https://t.co/nB3flHofHn  🥇 | https://t.co/oapNh0qOBV
81,CSCO,1453723286525730821,From the Gartner Supply Chain Symposium/Xpo: Gartner reveals 4 key characteristics needed to future-proof quality management. #SupplyChain #CSCO #GartnerSC @Gartner_SC https://t.co/annosfqGSf
82,CSCO,1453721467246432265,$CSCO Cisco Data Scientists Work With Nonprofit Partner Replate to Improve Food Recovery and Delivery to Communities in Need https://t.co/wywvdnV9g3
83,CSCO,1453720501184991260,“The Case For Microsoft’s Acquisition of RealWear”  https://t.co/SMze3M9wyc  Originally posted in July of 2020. More relevant than ever IMO.  $KOPN $MSFT  $QCOM $CSCO $ZBRA $CRM $HON $GOOG  $MVIS $vuzi  #AugmentedReality #AR #Wearables https://t.co/HcNlKMjdya
84,CSCO,1453715701978386436,", XOM, GS, BP, CVS, DLTR, CAT, TWTR, IBM, INTC, DELL, CSCO, ABNB, PYPL"
85,CSCO,1453715683183841280,A nice print for $CSCO at 9:30am Click https://t.co/BYFKbmQgTB for more. Runners 📈: https://t.co/VC1LdPHaJR Losers 📉: https://t.co/9MWV4THfhQ Gappers 🪜: https://t.co/bHQKF1W40n
86,CSCO,1453713718106226694,$CSCO  Awaiting  Short signal on CSCO  with https://t.co/yX7iX5AVah https://t.co/zWJXYrWbKy
87,CSCO,1453713464858451971,"Cisco Does it Again: Heads Up for the 3rd Straight Day The Hourly View for Cisco  At the time of this writing, CSCO’s price is up $0.12 (0.22%) from the hour prior. This is a reversal of the price action on the previous hour, in which price moved down. If you’re a trend tra... https://t.co/uMcj6DuiLL"
88,CSCO,1453712643110359045,"That’s a wrap on #GartnerSC Americas 🚚 Catch up on #supplychain insights you don’t want to miss from Day 3, along with news and highlights from the rest of the week, in the @Gartner_inc Newsroom #CSCO https://t.co/abfPn684jb"
89,CSCO,1453712548096847873,$CSCO Awaiting Short Signal. Stock Trading Ideas by https://t.co/6vnULU2sSf https://t.co/m1pDPDuHhc
90,CSCO,1453711005632978945,$CSCO in Uptrend: RSI indicator exits oversold zone. View odds for this and other indicators: https://t.co/OPBfKR7BET #CiscoSystems #stockmarket #stock https://t.co/7KrxvberBP
91,CSCO,1453709868896976903,RT @SharkofTraders: If your interested in $DOW $MMM $WBA $HON $CSCO $LVS  Check out the @Just2Traders Watchlist that I helped create 😊 in o…
92,CSCO,1453705131309023233,@UrbanKaoboy Is ETH the next CSCO?  Valuable company that was building “the infrastructure for the modern gold rush.” Still is. I don’t think it’s gotten back to its ATH yet after nearly 20 years.
93,CSCO,1453704351382491136,"$XLRE $CSCO $RF $T $AAPL ""Not only do you get alerts from top traders at Xtrades-net, but you can alert your own trades, have the bot our record it, and see how your results compare."" Visit now and enjoy 20 days free trial, Try just one time"" ""https://t.co/niDGa4hSzB https://t.co/xxAe8PYGED"
94,CSCO,1453702845786726404,"✅ $CSCO: ""Cisco"" mentioned during HKBN earnings event https://t.co/wkDkvecwFH"
95,CSCO,1453690009060614151,Cisco | $CSCO  Csco showing a bearflag  Long or short it with BTC on Trade8: https://t.co/lgFoWDGmPn https://t.co/nyf2JlNfpr
96,CSCO,1453687082757632000,This morning...  $CSCO paid me not to work for them  Be an investor  Not an employee  #dividends
97,CSCO,1453685477886730253,"$ADBE $CSCO $JPM $CCL $MGM ""Not only do you get alerts from top traders at Xtrades-net, but you can alert your own trades, have the bot our record it, and see how your results compare."" Visit now and enjoy 20 days free trial, Try just one time"" ""https://t.co/TyZx8t1OKX https://t.co/SNkB9gcdfs"
98,CSCO,1453683980830576640,RT @AlertTrade: Trading Ideas: Csco showing a bearflag https://t.co/vrs8Jb6Dy0 📈 FREE trade-of-week via ⟶ https://t.co/BCEHq7Ce2N https://t…
99,CSCO,1453682489726144514,Trading Ideas: Csco showing a bearflag https://t.co/vrs8Jb6Dy0 📈 FREE trade-of-week via ⟶ https://t.co/BCEHq7Ce2N https://t.co/5qbu7jwu9p
100,FAST,1453870640403001360,"@BarkingBadTrain @TeslaTomMY1 And, you have to be the one, with the fast processor 😁"
101,FAST,1453870640381972480,RT @_LOVEtoppin: Is it just me or is all food just nasty right now 😭 I don't have an appetite for anything! All the restaurants and fast fo…
102,FAST,1453870636946841604,"RT @chipfranklin: Can we get 1,000 fast replies using the hashtag #CruzIsANazi to get it trending?"
103,FAST,1453870636065910784,RT @Jopromote: SURPRISE DM🎁 ~ ends fast!  • retweet + retweet my pinned
104,FAST,1453870634942050305,"In the moment of illness, it feels unbearably slow. But when it's behind you, you'll struggle to believe how fast it went."
105,FAST,1453870632983089155,RT @winter_gives: Fast Giveaway pt.1  Follow me + retweet   Ends fast
106,FAST,1453870632463179779,RT @keitaminds: just how fast the night changes :( #山﨑賢人 #土屋太鳳 #オレンジ #kentoyamazaki #taotsuchiya https://t.co/bSPTkaKY28
107,FAST,1453870632383533064,"RT @BookerSparticus: Boy...we went from FREE burgers and fries for a shot, to lose your job if you don't real fast."
108,FAST,1453870630248464388,RT @synidagives: fast giveaway 🌷  — follow @kloogives — retweet   ~ 10 minutes
109,FAST,1453870625957634050,RT @Ppambingives: • 𝓖𝓲𝓿𝓮𝓪𝔀𝓪𝔂 •  FAST GIVEAWAY   • Follow — @LexieClaims  — @coodazaixga — @CryptoHwan — @FOXYPROMS — @shieshills • Retweet
110,FAST,1453870622862422016,The stock on the Breaking Waves collection by Jens Anso is dwindling fast! 🌊🌊🌊  Prybar12 → https://t.co/yVvdGHEPK7 Minibar → https://t.co/xa3NmQwJWU V3 Carabiner → https://t.co/2qyUskuhNz  #urbanedcsupply #everydaycarry #edc https://t.co/nNWXwtAHOt
111,FAST,1453870622669484045,RT @UnnamedLov3: It’s very baffling and scary to me how fast a lie can spread and how easily so many will believe it. https://t.co/ekB8rOLo…
